,iyear,imonth,iday,provstate,attacktype1_txt,targtype1_txt,weaptype1_txt,nwound,nkill
72498,2001,8,0,Meghalaya,Facility/Infrastructure Attack,Utilities,Firearms,0.0,0.0
72508,2001,8,1,Jammu and Kashmir,Armed Assault,Private Citizens & Property,Firearms,0.0,2.0
72509,2001,8,1,Jammu and Kashmir,Assassination,Government (General),Firearms,0.0,1.0
72512,2001,8,1,Jammu and Kashmir,Armed Assault,Private Citizens & Property,Firearms,1.0,1.0
72514,2001,8,1,Assam,Bombing/Explosion,Private Citizens & Property,Explosives,8.0,5.0
72522,2001,8,2,Jammu and Kashmir,Armed Assault,Private Citizens & Property,Firearms,2.0,0.0
72523,2001,8,2,Jammu and Kashmir,Armed Assault,Private Citizens & Property,Firearms,1.0,0.0
72524,2001,8,2,Jammu and Kashmir,Armed Assault,Private Citizens & Property,Firearms,0.0,1.0
72525,2001,8,2,Jammu and Kashmir,Armed Assault,Private Citizens & Property,Firearms,0.0,1.0
72544,2001,8,4,Jammu and Kashmir,Armed Assault,Private Citizens & Property,Firearms,5.0,13.0
72545,2001,8,4,Jammu and Kashmir,Armed Assault,Private Citizens & Property,Firearms,0.0,1.0
72567,2001,8,5,Jammu and Kashmir,Assassination,Government (General),Firearms,0.0,1.0
72569,2001,8,5,Assam,Bombing/Explosion,Police,Explosives,1.0,6.0
72570,2001,8,5,Jammu and Kashmir,Hostage Taking (Kidnapping),Private Citizens & Property,Firearms,0.0,15.0
72573,2001,8,6,Madhya Pradesh,Armed Assault,Religious Figures/Institutions,Firearms,1.0,0.0
72574,2001,8,6,Maharashtra,Unarmed Assault,Religious Figures/Institutions,Melee,1.0,0.0
72580,2001,8,7,Jammu and Kashmir,Unarmed Assault,Educational Institution,Chemical,2.0,0.0
72582,2001,8,7,Jammu and Kashmir,Unarmed Assault,Private Citizens & Property,Chemical,2.0,0.0
72593,2001,8,7,Jammu and Kashmir,Armed Assault,Private Citizens & Property,Firearms,1.0,0.0
72594,2001,8,7,Jammu and Kashmir,Armed Assault,Private Citizens & Property,Firearms,1.0,0.0
72595,2001,8,7,Jammu and Kashmir,Armed Assault,Private Citizens & Property,Firearms,0.0,1.0
72596,2001,8,7,Jammu and Kashmir,Armed Assault,Transportation,Firearms,30.0,12.0
72605,2001,8,8,Jammu and Kashmir,Armed Assault,Government (General),Firearms,0.0,1.0
72609,2001,8,8,Tripura,Assassination,Government (General),Firearms,0.0,1.0
72615,2001,8,9,Jammu and Kashmir,Armed Assault,Police,Firearms,0.0,3.0
72620,2001,8,9,Orissa,Facility/Infrastructure Attack,Police,Firearms,15.0,4.0
72621,2001,8,9,Orissa,Facility/Infrastructure Attack,Police,Firearms,7.0,2.0
72635,2001,8,10,Jammu and Kashmir,Hostage Taking (Kidnapping),Private Citizens & Property,Firearms,0.0,1.0
72636,2001,8,10,Jammu and Kashmir,Hostage Taking (Kidnapping),Private Citizens & Property,Firearms,0.0,1.0
72638,2001,8,10,Meghalaya,Armed Assault,Police,Firearms,2.0,5.0
72639,2001,8,10,Nagaland,Hostage Taking (Kidnapping),Private Citizens & Property,Firearms,0.0,0.0
72641,2001,8,10,Jammu and Kashmir,Assassination,Government (General),Firearms,0.0,1.0
72644,2001,8,11,Jammu and Kashmir,Assassination,Violent Political Party,Firearms,0.0,1.0
72649,2001,8,11,Jammu and Kashmir,Bombing/Explosion,Police,Explosives,10.0,0.0
72654,2001,8,11,Delhi,Bombing/Explosion,Private Citizens & Property,Explosives,2.0,0.0
72667,2001,8,12,Jammu and Kashmir,Bombing/Explosion,Transportation,Explosives,15.0,1.0
72678,2001,8,13,Jammu and Kashmir,Assassination,Government (General),Firearms,0.0,0.0
72684,2001,8,13,Jammu and Kashmir,Armed Assault,Private Citizens & Property,Firearms,0.0,2.0
72687,2001,8,13,Assam,Bombing/Explosion,Private Citizens & Property,Explosives,10.0,0.0
72694,2001,8,13,Jammu and Kashmir,Armed Assault,Police,Firearms,1.0,1.0
72696,2001,8,14,Jammu and Kashmir,Bombing/Explosion,Private Citizens & Property,Explosives,0.0,0.0
72709,2001,8,14,Uttar Pradesh,Bombing/Explosion,Transportation,Explosives,20.0,4.0
72714,2001,8,14,Jammu and Kashmir,Armed Assault,Private Citizens & Property,Firearms,1.0,5.0
72724,2001,8,15,Jammu and Kashmir,Bombing/Explosion,Private Citizens & Property,Explosives,1.0,2.0
72729,2001,8,15,Jammu and Kashmir,Bombing/Explosion,Private Citizens & Property,Explosives,0.0,0.0
72732,2001,8,15,Jammu and Kashmir,Assassination,Government (General),Explosives,0.0,0.0
72734,2001,8,15,Jammu and Kashmir,Bombing/Explosion,Educational Institution,Explosives,18.0,0.0
72735,2001,8,15,Jammu and Kashmir,Bombing/Explosion,Police,Explosives,9.0,0.0
72738,2001,8,15,Jammu and Kashmir,Bombing/Explosion,Police,Explosives,0.0,1.0
72757,2001,8,16,Jammu and Kashmir,Facility/Infrastructure Attack,Police,Firearms,1.0,0.0
72758,2001,8,16,Jammu and Kashmir,Armed Assault,Police,Firearms,1.0,0.0
72770,2001,8,17,Jammu and Kashmir,Armed Assault,Police,Firearms,0.0,1.0
72790,2001,8,18,Jammu and Kashmir,Armed Assault,Private Citizens & Property,Firearms,2.0,2.0
72799,2001,8,18,Jammu and Kashmir,Bombing/Explosion,Police,Explosives,0.0,0.0
72810,2001,8,19,Jammu and Kashmir,Armed Assault,Private Citizens & Property,Firearms,0.0,1.0
72814,2001,8,19,Jammu and Kashmir,Armed Assault,Private Citizens & Property,Firearms,1.0,1.0
72825,2001,8,20,Jammu and Kashmir,Armed Assault,Police,Firearms,0.0,0.0
72826,2001,8,20,Andhra Pradesh,Bombing/Explosion,Police,Explosives,0.0,10.0
72844,2001,8,21,Jammu and Kashmir,Armed Assault,Police,Firearms,2.0,1.0
72845,2001,8,21,Jammu and Kashmir,Armed Assault,Religious Figures/Institutions,Firearms,0.0,1.0
72851,2001,8,21,Jammu and Kashmir,Armed Assault,Private Citizens & Property,Firearms,0.0,1.0
72852,2001,8,21,Jammu and Kashmir,Armed Assault,Private Citizens & Property,Firearms,0.0,1.0
72875,2001,8,22,Bihar,Armed Assault,Private Citizens & Property,Firearms,0.0,6.0
72896,2001,8,23,Jammu and Kashmir,Armed Assault,Private Citizens & Property,Firearms,0.0,1.0
72899,2001,8,23,Jammu and Kashmir,Armed Assault,Police,Explosives,0.0,7.0
72900,2001,8,23,Jammu and Kashmir,Armed Assault,Private Citizens & Property,Firearms,0.0,2.0
72901,2001,8,23,Jammu and Kashmir,Facility/Infrastructure Attack,Private Citizens & Property,Firearms,0.0,2.0
72917,2001,8,24,Jammu and Kashmir,Hostage Taking (Kidnapping),Private Citizens & Property,Firearms,0.0,2.0
72919,2001,8,24,Jammu and Kashmir,Hostage Taking (Kidnapping),Private Citizens & Property,Firearms,0.0,1.0
72920,2001,8,24,Jammu and Kashmir,Armed Assault,Government (General),Firearms,0.0,1.0
72921,2001,8,24,Uttar Pradesh,Hostage Taking (Kidnapping),Private Citizens & Property,Firearms,0.0,0.0
72922,2001,8,24,Jammu and Kashmir,Unknown,Private Citizens & Property,Unknown,0.0,1.0
72923,2001,8,24,Jammu and Kashmir,Armed Assault,Private Citizens & Property,Firearms,1.0,0.0
72927,2001,8,25,Jammu and Kashmir,Assassination,Government (General),Firearms,1.0,0.0
72930,2001,8,25,Madhya Pradesh,Unarmed Assault,Religious Figures/Institutions,Melee,,0.0
72934,2001,8,25,Assam,Bombing/Explosion,Private Citizens & Property,Explosives,0.0,4.0
72937,2001,8,25,Jammu and Kashmir,Armed Assault,Military,Firearms,0.0,2.0
72942,2001,8,25,Jammu and Kashmir,Armed Assault,Private Citizens & Property,Firearms,0.0,1.0
72945,2001,8,26,Jammu and Kashmir,Assassination,Government (General),Explosives,0.0,0.0
72953,2001,8,26,Jammu and Kashmir,Armed Assault,Terrorists/Non-State Militia,Firearms,0.0,1.0
72962,2001,8,26,Jammu and Kashmir,Armed Assault,Private Citizens & Property,Firearms,0.0,1.0
72965,2001,8,26,Jammu and Kashmir,Bombing/Explosion,Police,Explosives,5.0,0.0
72978,2001,8,27,Jammu and Kashmir,Assassination,Government (General),Firearms,0.0,2.0
72986,2001,8,27,Orissa,Facility/Infrastructure Attack,Police,Firearms,0.0,0.0
72989,2001,8,27,Jammu and Kashmir,Armed Assault,Religious Figures/Institutions,Melee,0.0,2.0
73002,2001,8,28,Jammu and Kashmir,Armed Assault,Private Citizens & Property,Firearms,0.0,2.0
73005,2001,8,28,Jammu and Kashmir,Armed Assault,Private Citizens & Property,Firearms,0.0,5.0
73019,2001,8,29,Jammu and Kashmir,Bombing/Explosion,Transportation,Explosives,0.0,0.0
73020,2001,8,29,Jammu and Kashmir,Armed Assault,Transportation,Firearms,1.0,0.0
73028,2001,8,29,Jammu and Kashmir,Bombing/Explosion,Transportation,Explosives,13.0,8.0
73037,2001,8,29,Jammu and Kashmir,Assassination,Government (General),Firearms,0.0,2.0
73040,2001,8,30,Jammu and Kashmir,Armed Assault,Private Citizens & Property,Firearms,0.0,1.0
73054,2001,8,30,Jammu and Kashmir,Armed Assault,Private Citizens & Property,Firearms,1.0,3.0
73056,2001,8,31,Jammu and Kashmir,Armed Assault,Educational Institution,Firearms,0.0,1.0
73061,2001,8,31,Jammu and Kashmir,Hostage Taking (Kidnapping),Private Citizens & Property,Firearms,0.0,4.0
73062,2001,8,31,Jammu and Kashmir,Armed Assault,Private Citizens & Property,Firearms,0.0,1.0
73067,2001,9,1,Jammu and Kashmir,Bombing/Explosion,Transportation,Explosives,0.0,0.0
73080,2001,9,2,Jammu and Kashmir,Bombing/Explosion,Police,Explosives,10.0,1.0
73086,2001,9,3,Assam,Hostage Taking (Kidnapping),Transportation,Unknown,0.0,0.0
73099,2001,9,4,Jammu and Kashmir,Bombing/Explosion,Educational Institution,Explosives,6.0,2.0
73106,2001,9,6,Jammu and Kashmir,Bombing/Explosion,Military,Explosives,17.0,4.0
73109,2001,9,8,Jammu and Kashmir,Bombing/Explosion,Educational Institution,Explosives,20.0,1.0
73110,2001,9,8,Jammu and Kashmir,Bombing/Explosion,Military,Explosives,0.0,6.0
73118,2001,9,9,Jammu and Kashmir,Bombing/Explosion,Military,Explosives,0.0,6.0
73120,2001,9,9,Andhra Pradesh,Bombing/Explosion,Police,Explosives,4.0,5.0
73127,2001,9,10,Jammu and Kashmir,Bombing/Explosion,Military,Explosives,6.0,1.0
73147,2001,9,15,Jammu and Kashmir,Bombing/Explosion,Military,Explosives,4.0,1.0
73149,2001,9,15,Jammu and Kashmir,Bombing/Explosion,Police,Explosives,5.0,0.0
73165,2001,9,17,Jammu and Kashmir,Armed Assault,Police,Firearms,9.0,12.0
73185,2001,9,23,Jharkhand,Bombing/Explosion,Police,Explosives,6.0,12.0
73194,2001,9,25,Assam,Bombing/Explosion,Transportation,Explosives,100.0,0.0
73208,2001,9,28,Andhra Pradesh,Assassination,Police,Firearms,0.0,2.0
73211,2001,10,1,Jammu and Kashmir,Bombing/Explosion,Government (General),Explosives,60.0,31.0
73275,2001,10,20,Bihar,Bombing/Explosion,Police,Explosives,0.0,7.0
73280,2001,10,22,Jammu and Kashmir,Armed Assault,Military,Firearms,2.0,6.0
73281,2001,10,22,Andhra Pradesh,Armed Assault,Business,Melee,0.0,0.0
73286,2001,10,25,Assam,Bombing/Explosion,Private Citizens & Property,Explosives,24.0,4.0
73288,2001,10,26,Jammu and Kashmir,Armed Assault,Police,Firearms,3.0,1.0
73289,2001,10,26,Jammu and Kashmir,Bombing/Explosion,Military,Explosives,3.0,0.0
73291,2001,10,27,Andhra Pradesh,Hostage Taking (Kidnapping),Government (General),Firearms,0.0,0.0
73292,2001,10,27,Jammu and Kashmir,Bombing/Explosion,Police,Explosives,3.0,4.0
73293,2001,10,27,Jammu and Kashmir,Bombing/Explosion,Police,Explosives,15.0,0.0
73299,2001,10,28,Assam,Armed Assault,Police,Firearms,4.0,5.0
73315,2001,11,2,Jammu and Kashmir,Armed Assault,Police,Firearms,3.0,1.0
73319,2001,11,3,Jammu and Kashmir,Bombing/Explosion,Military,Explosives,5.0,3.0
73343,2001,11,10,Jammu and Kashmir,Armed Assault,Military,Firearms,1.0,2.0
73368,2001,11,14,Jammu and Kashmir,Bombing/Explosion,Government (General),Explosives,0.0,0.0
73371,2001,11,15,Jammu and Kashmir,Armed Assault,Military,Firearms,1.0,3.0
73372,2001,11,15,Jammu and Kashmir,Armed Assault,Military,Firearms,2.0,2.0
73373,2001,11,15,Jammu and Kashmir,Bombing/Explosion,Military,Explosives,3.0,0.0
73382,2001,11,18,Jammu and Kashmir,Armed Assault,Military,Explosives,29.0,16.0
73392,2001,11,21,Bihar,Bombing/Explosion,Police,Explosives,2.0,6.0
73402,2001,11,23,Jammu and Kashmir,Bombing/Explosion,Military,Explosives,22.0,1.0
73407,2001,11,24,Jammu and Kashmir,Armed Assault,Military,Explosives,0.0,2.0
73413,2001,11,25,Jammu and Kashmir,Bombing/Explosion,Police,Explosives,5.0,4.0
73432,2001,11,29,Andhra Pradesh,Bombing/Explosion,Business,Explosives,0.0,0.0
73433,2001,11,29,Andhra Pradesh,Bombing/Explosion,Business,Explosives,0.0,0.0
73434,2001,11,29,Andhra Pradesh,Bombing/Explosion,Business,Explosives,0.0,0.0
73443,2001,11,30,Jammu and Kashmir,Armed Assault,Private Citizens & Property,Firearms,0.0,6.0
73449,2001,12,1,Jammu and Kashmir,Bombing/Explosion,Military,Explosives,45.0,0.0
73452,2001,12,1,Jammu and Kashmir,Bombing/Explosion,Unknown,Explosives,0.0,3.0
73453,2001,12,1,Andhra Pradesh,Bombing/Explosion,Government (General),Explosives,0.0,0.0
73456,2001,12,1,Orissa,Bombing/Explosion,Government (General),Explosives,0.0,0.0
73461,2001,12,2,Jammu and Kashmir,Armed Assault,Private Citizens & Property,Firearms,0.0,7.0
73466,2001,12,3,Assam,Bombing/Explosion,Government (General),Explosives,5.0,8.0
73476,2001,12,5,Jammu and Kashmir,Assassination,Government (General),Firearms,0.0,3.0
73480,2001,12,8,Jammu and Kashmir,Armed Assault,Military,Firearms,20.0,9.0
73504,2001,12,13,Delhi,Armed Assault,Government (General),Firearms,,14.0
73529,2001,12,18,Jammu and Kashmir,Bombing/Explosion,Private Citizens & Property,Explosives,16.0,1.0
73530,2001,12,18,Jammu and Kashmir,Armed Assault,Police,Firearms,1.0,1.0
73565,2001,12,30,Jammu and Kashmir,Armed Assault,Private Citizens & Property,Firearms,0.0,4.0
73569,2002,1,1,Jammu and Kashmir,Armed Assault,Private Citizens & Property,Firearms,0.0,1.0
73570,2002,1,1,Jammu and Kashmir,Armed Assault,Military,Firearms,0.0,0.0
73575,2002,1,1,Punjab,Armed Assault,Military,Explosives,3.0,3.0
73576,2002,1,1,Jammu and Kashmir,Armed Assault,Private Citizens & Property,Firearms,0.0,6.0
73584,2002,1,2,Jammu and Kashmir,Bombing/Explosion,Private Citizens & Property,Explosives,20.0,1.0
73585,2002,1,2,Punjab,Armed Assault,Military,Firearms,5.0,2.0
73588,2002,1,2,Jammu and Kashmir,Bombing/Explosion,Police,Explosives,29.0,0.0
73591,2002,1,2,Jammu and Kashmir,Bombing/Explosion,Military,Explosives,7.0,2.0
73610,2002,1,6,Jammu and Kashmir,Armed Assault,Military,Firearms,3.0,2.0
73611,2002,1,6,Jammu and Kashmir,Armed Assault,Private Citizens & Property,Firearms,0.0,6.0
73614,2002,1,9,Jammu and Kashmir,Bombing/Explosion,Military,Explosives,2.0,3.0
73619,2002,1,12,Tripura,Armed Assault,Private Citizens & Property,Firearms,13.0,12.0
73638,2002,1,16,Assam,Armed Assault,Private Citizens & Property,Firearms,5.0,13.0
73646,2002,1,17,Jammu and Kashmir,Bombing/Explosion,Private Citizens & Property,Explosives,8.0,2.0
73668,2002,1,22,West Bengal,Bombing/Explosion,Educational Institution,Explosives,15.0,5.0
73694,2002,1,30,Jammu and Kashmir,Bombing/Explosion,Military,Explosives,0.0,0.0
73702,2002,1,31,Jammu and Kashmir,Bombing/Explosion,Private Citizens & Property,Explosives,5.0,4.0
73703,2002,1,31,Punjab,Bombing/Explosion,Transportation,Explosives,4.0,2.0
73704,2002,2,1,Jammu and Kashmir,Armed Assault,Government (General),Firearms,0.0,2.0
73719,2002,2,3,Jammu and Kashmir,Armed Assault,Private Citizens & Property,Melee,1.0,0.0
73734,2002,2,4,Jharkhand,Armed Assault,Police,Firearms,5.0,9.0
73740,2002,1,30,Manipur,Armed Assault,Private Citizens & Property,Firearms,1.0,0.0
73783,2002,2,11,Andhra Pradesh,Bombing/Explosion,Transportation,Explosives,0.0,0.0
73784,2002,2,11,Maharashtra,Armed Assault,Government (General),Firearms,0.0,1.0
73790,2002,2,12,Manipur,Armed Assault,Government (General),Firearms,0.0,0.0
73796,2002,2,13,Jammu and Kashmir,Armed Assault,Police,Melee,0.0,1.0
73797,2002,2,12,Manipur,Armed Assault,Private Citizens & Property,Firearms,0.0,0.0
73799,2002,2,14,Manipur,Armed Assault,Military,Firearms,8.0,2.0
73800,2002,2,14,Jammu and Kashmir,Armed Assault,Government (General),Firearms,0.0,1.0
73805,2002,2,15,Bihar,Hostage Taking (Kidnapping),Government (General),Firearms,0.0,1.0
73807,2002,2,16,Jammu and Kashmir,Armed Assault,Private Citizens & Property,Firearms,0.0,8.0
73815,2002,2,17,Jammu and Kashmir,Bombing/Explosion,Military,Explosives,0.0,0.0
73821,2002,2,20,Jharkhand,Bombing/Explosion,Transportation,Explosives,8.0,0.0
73823,2002,2,20,Jharkhand,Armed Assault,Private Citizens & Property,Firearms,6.0,3.0
73832,2002,2,23,Orissa,Assassination,Government (General),Explosives,0.0,0.0
73844,2002,1,24,Jammu and Kashmir,Bombing/Explosion,Transportation,Explosives,0.0,0.0
73845,2002,1,24,Jammu and Kashmir,Bombing/Explosion,Transportation,Explosives,0.0,0.0
73879,2002,3,15,Manipur,Armed Assault,Private Citizens & Property,Firearms,,4.0
73887,2002,3,18,Jammu and Kashmir,Bombing/Explosion,Military,Explosives,0.0,0.0
73888,2002,3,18,Manipur,Hostage Taking (Kidnapping),Government (General),Firearms,0.0,0.0
73901,2002,3,22,Jammu and Kashmir,Bombing/Explosion,Private Citizens & Property,Explosives,35.0,0.0
73902,2002,3,22,Jammu and Kashmir,Bombing/Explosion,Police,Explosives,17.0,13.0
73904,2002,3,23,Jammu and Kashmir,Bombing/Explosion,Police,Explosives,22.0,2.0
73927,2002,3,30,Jammu and Kashmir,Bombing/Explosion,Religious Figures/Institutions,Explosives,20.0,10.0
73941,2002,4,1,Unknown,Assassination,Government (General),Firearms,0.0,1.0
73963,2002,4,8,Jammu and Kashmir,Bombing/Explosion,Business,Explosives,12.0,2.0
73964,2002,4,9,Jammu and Kashmir,Armed Assault,Private Citizens & Property,Firearms,4.0,5.0
73972,2002,11,4,Jammu and Kashmir,Bombing/Explosion,Business,Explosives,14.0,0.0
73973,2002,11,4,Jammu and Kashmir,Bombing/Explosion,Private Citizens & Property,Explosives,1.0,4.0
73977,2002,4,12,Jammu and Kashmir,Armed Assault,Military,Firearms,1.0,3.0
73987,2002,4,14,Nagaland,Bombing/Explosion,Government (General),Explosives,2.0,2.0
73991,2002,4,16,Jammu and Kashmir,Bombing/Explosion,Military,Explosives,16.0,3.0
73997,2002,4,16,Jammu and Kashmir,Armed Assault,Private Citizens & Property,Firearms,2.0,5.0
74024,2002,4,25,Jammu and Kashmir,Bombing/Explosion,Transportation,Explosives,21.0,1.0
74046,2002,5,1,Jammu and Kashmir,Bombing/Explosion,Private Citizens & Property,Explosives,4.0,1.0
74049,2002,5,1,Kerala,Facility/Infrastructure Attack,Business,Incendiary,1.0,0.0
74065,2002,5,3,Jammu and Kashmir,Hostage Taking (Kidnapping),Private Citizens & Property,Firearms,0.0,1.0
74066,2002,5,3,Jammu and Kashmir,Armed Assault,Police,Firearms,0.0,2.0
74161,2002,5,14,Jammu and Kashmir,Armed Assault,Military,Firearms,45.0,34.0
74178,2002,5,19,Jammu and Kashmir,Bombing/Explosion,Military,Explosives,0.0,5.0
74181,2002,5,20,Jammu and Kashmir,Armed Assault,Military,Firearms,9.0,1.0
74182,2002,5,20,Jammu and Kashmir,Armed Assault,Military,Firearms,2.0,1.0
74187,2002,5,21,Jammu and Kashmir,Assassination,Government (General),Explosives,1.0,2.0
74206,2002,5,27,Manipur,Armed Assault,Military,Firearms,,11.0
74213,2002,5,29,Jammu and Kashmir,Bombing/Explosion,Military,Explosives,0.0,2.0
74214,2002,5,29,Gujarat,Bombing/Explosion,Transportation,Explosives,4.0,0.0
74215,2002,5,29,Gujarat,Bombing/Explosion,Transportation,Explosives,4.0,0.0
74216,2002,5,29,Gujarat,Bombing/Explosion,Transportation,Explosives,4.0,0.0
74217,2002,5,29,Gujarat,Bombing/Explosion,Transportation,Explosives,0.0,0.0
74218,2002,5,29,Gujarat,Bombing/Explosion,Transportation,Explosives,0.0,0.0
74219,2002,5,29,Jammu and Kashmir,Armed Assault,Journalists & Media,Firearms,1.0,0.0
74223,2002,6,1,Jammu and Kashmir,Bombing/Explosion,Military,Explosives,13.0,1.0
74275,2002,6,15,Jammu and Kashmir,Assassination,Government (General),Explosives,0.0,0.0
74276,2002,6,15,Jammu and Kashmir,Bombing/Explosion,Private Citizens & Property,Explosives,7.0,6.0
74279,2002,6,16,Jammu and Kashmir,Armed Assault,Private Citizens & Property,Firearms,3.0,5.0
74309,2002,6,23,Jammu and Kashmir,Bombing/Explosion,Government (General),Explosives,0.0,0.0
74312,2002,6,24,Assam,Armed Assault,Business,Firearms,4.0,6.0
74316,2002,6,24,Jammu and Kashmir,Assassination,Government (General),Explosives,5.0,0.0
74320,2002,6,27,Jammu and Kashmir,Bombing/Explosion,Private Citizens & Property,Explosives,25.0,2.0
74324,2002,6,27,Jammu and Kashmir,Bombing/Explosion,Military,Explosives,0.0,3.0
74327,2002,6,27,Jharkhand,Bombing/Explosion,Transportation,Explosives,8.0,1.0
74347,2002,7,5,Jammu and Kashmir,Armed Assault,Government (General),Firearms,1.0,1.0
74355,2002,7,8,Jammu and Kashmir,Bombing/Explosion,Police,Explosives,0.0,3.0
74362,2002,7,10,Jammu and Kashmir,Assassination,Journalists & Media,Firearms,1.0,0.0
74364,2002,7,10,Jammu and Kashmir,Assassination,Journalists & Media,Firearms,1.0,0.0
74375,2002,7,12,Jammu and Kashmir,Armed Assault,Private Citizens & Property,Firearms,35.0,27.0
74378,2002,7,13,Jammu and Kashmir,Bombing/Explosion,Private Citizens & Property,Explosives,35.0,29.0
